Date,Tweets,Prices,Comp,Negative,Neutral,Positive
2017-12-13, Thank you Omarosa for your service I wish you continued success If last nights election proved anything it proved that we need to put up GREAT Republican candidates to increase the razor thin margins in both the House and Senate Wow more than 90 of Fake News Media coverage of me is negative with numerous forced retractions of untrue stories Hence my use of Social Media the only way to get the truth out Much of Mainstream Meadia has become a joke foxandfriends The reason I originally endorsed Luther Strange and his numbers went up mightily is that I said Roy Moore will not be able to win the General Election  I was right Roy worked hard but the deck was stacked against him ,24585,0.8429,0.068,0.782,0.151
2017-12-12, Wishing all of those celebrating Hanukkah around the world a happy and healthy eight nights in the company of those they love  Consumer Confidence is at an AllTime High along with a Record High Stock Market Unemployment is at a 17 year low MAKE AMERICA GREAT AGAIN Working to pass MASSIVE TAX CUTS looking good The people of Alabama will do the right thing Doug Jones is ProAbortion weak on Crime Military and Illegal Immigration Bad for Gun Owners and Veterans and against the WALL Jones is a PelosiSchumer Puppet Roy Moore will always vote with us VOTE ROY MOORE Lightweight Senator Kirsten Gillibrand a total flunky for Chuck Schumer and someone who would come to my office begging for campaign contributions not so long ago and would do anything for them is now in the ring fighting against Trump Very disloyal to Bill amp CrookedUSED ,24504,0.0258,0.162,0.686,0.152
2017-12-11, ,24386,0.0,0.0,0.0,0.0
2017-12-10, Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media They are out of control  correct reporting means nothing to them Major lies written then forced to be withdrawn after they are exposeda stain on America Getting closer and closer on the Tax Cut Bill Shaping up even better than projected House and Senate working very hard and smart End result will be not only important but SPECIAL Things are going really well for our economy a subject the Fake News spends as little time as possible discussing Stock Market hit another RECORD HIGH unemployment is now at a 17 year low and companies are coming back into the USA Really good news and much more to come ,23381,-0.2101,0.14,0.753,0.107
2017-12-09, Great Army  Navy Game Army wins 14 to 13 and brings home the COMMANDERINCHIEFS TROPHY Congratulations Great Army  Navy Game Army wins 14 to 13 and brings home the COMMANDERINCHIEFS TROPHY last time was 1996 Wow Congratulations daveweigel of the Washington Post just admitted that his picture was a FAKE fraud showing an almost empty arena last night for my speech in Pensacola when in fact he knew the arena was packed as shown also on TV FAKE NEWS he should be fired DaveWeigel WashingtonPost put out a phony photo of an empty arena hours before I arrived  the venue w thousands of people outside on their way in Real photos now shown as I spoke Packed house many people unable to get in Demand apology amp retraction from FAKE NEWS WaPo  Have a great game today USArmy and USNavy  I will be watching We love our US Military On behalf of an entire Nation THANK YOU for your sacrifice and service ArmyNavyGame USA  It was my great honor to celebrate the opening of two extraordinary museumsthe Mississippi State History Museum amp the Mississippi Civil Rights Museum We pay solemn tribute to our heroes of the past amp dedicate ourselves to building a future of freedom equality justice amp peace  Heading to the great state of Mississippi at the invitation of their popular and respected Governor PhilBryantMS Look forward to seeing the new Civil Rights Museum CNNS slogan is CNN THE MOST TRUSTED NAME IN NEWS Everyone knows this is not true that this could in fact be a fraud on the American Public There are many outlets that are far more trusted than Fake News CNN Their slogan should be CNN THE LEAST TRUSTED NAME IN NEWS Fake News CNN made a vicious and purposeful mistake yesterday They were caught red handed just like lonely Brian Ross at ABC News who should be immediately fired for his mistake Watch to see if CNN fires those responsible or was it just gross incompetence A big contingent of very enthusiastic Roy Moore fans at the rally last night We cant have a PelosiSchumer Liberal Democrat Jones in that important Alabama Senate seat Need your vote to Make America Great Again Jones will always vote against what we must do for our Country GREAT EVENING last night in Pensacola Florida Arena was packed to the rafters the crowd was loud loving and really smart They definitely get whats going on Thank you Pensacola We believe that every American should stand for the National Anthem and we proudly pledge allegiance to one NATION UNDER GOD  This is your land this is your home and its your voice that matters the most So speak up be heard and fight fight fight for the change youve been waiting for your entire lifeMERRY CHRISTMAS and THANK YOU Pensacola Florida  ,23381,0.9971,0.112,0.667,0.221
2017-12-08, On my way to Pensacola Florida See everyone soon MAGA  The unemployment rate remains at a 17year low of 41 The unemployment rate in manufacturing dropped to 26 the lowest ever recorded The unemployment rate among Hispanics dropped to 47 the lowest ever recordedSecretaryAcosta USDOL  MAKE AMERICA GREAT AGAIN  Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped as has incorrectly been reported but will be pursued and if anything substantially increased I will cut Regs but make penalties severe when caught cheating LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already The PelosiSchumer Puppet Jones would vote against us 100 of the time Hes bad on Crime Life Border Vets Guns amp Military VOTE ROY MOORE Big crowd expected today in Pensacola Florida for a Make America Great Again speech We have done so much in so short a period of timeand yet are planning to do so much more See you there I fulfilled my campaign promise  others didnt  ,24329,-0.6848,0.154,0.731,0.115
2017-12-07, Across the battlefields oceans and harrowing skies of Europe and the Pacific throughout the war one great battle cry could be heard by Americas friends and foes alikeREMEMBER PEARL HARBOR  Today as we Remember Pearl Harbor it was an incredible honor to be joined with surviving Veterans of the attack on 1271941 They are HEROES and they are living witnesses to American History All American hearts are filled with gratitude for their service and their sacrifice  Today the US flag flies at halfstaff at the WhiteHouse in honor of National Pearl Harbor Remembrance Day  Today our entire nation pauses to REMEMBER PEARL HARBORand the brave warriors who on that day stood tall and fought for America God Bless our HEROES who wear the uniform and God Bless the United States of America PearlHarborRemembranceDay  National Pearl Harbor Remembrance Day  A day that will live in infamy December 7 1941 ,24211,0.9728,0.106,0.665,0.23
2017-12-06, I have determined that it is time to officially recognize Jerusalem as the capital of Israel I am also directing the State Department to begin preparation to move the American Embassy from Tel Aviv to Jerusalem  Join me live from the WhiteHouse via Periscope Our thoughts and prayers are with everyone in the path of Californias wildfires I encourage everyone to heed the advice and orders of local and state officials THANK YOU to all First Responders for your incredible work  ,24140,0.8788,0.0,0.869,0.131
2017-12-05, Join me this Friday in Pensacola Florida at the Pensacola Bay Center Tickets  ,24180,0.296,0.0,0.845,0.155
2017-12-04, A must watch Legal Scholar Alan Dershowitz was just on foxandfriends talking of what is going on with respect to the greatest Witch Hunt in US political history Enjoy With the great vote on Cutting Taxes this could be a big day for the Stock Market  and YOU Putting PelosiSchumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes tough on crime strong on military and bordersamp so much more Look at your 401ks since Election Highest Stock Market EVER Jobs are roaring back ,24290,0.9001,0.126,0.67,0.204
2017-12-03, Report ANTITRUMP FBI AGENT LED CLINTON EMAIL PROBE  Now it all starts to make sense People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of ABC News he has been suspended should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused  many millions of dollars After years of Comey with the phony and dishonest Clinton investigation and more running the FBI its reputation is in Tatters  worst in History But fear not we will bring it back to greatness Tainted no very dishonest FBI agents role in Clinton probe under review Led Clinton Email probe foxandfriends  Clinton money going to wife of another FBI agent in charge Such a total miscarriage of Justice in San Francisco  I never asked Comey to stop investigating Flynn Just more Fake News covering another Comey lie Congratulations to ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia Russia Russia Witch Hunt More Networks and papers should do the same with their Fake News Many people in our Country are asking what the Justice Department is going to do about the fact that totally Crooked Hillary AFTER receiving a subpoena from the United States Congress deleted and acid washed 33000 Emails No justice So General Flynn lies to the FBI and his life is destroyed while Crooked Hillary Clinton on that now famous FBI holiday interrogation with no swearing in and no recording lies many timesand nothing happens to her Rigged system or just a double standard ,23381,-0.9939,0.226,0.713,0.06
2017-12-02, 62 years ago this week a brave seamstress in Montgomery Alabama uttered one word that changed history  I had to fire General Flynn because he lied to the Vice President and the FBI He has pled guilty to those lies It is a shame because his actions during the transition were lawful There was nothing to hide Biggest Tax Bill and Tax Cuts in history just passed in the Senate Now these great Republicans will be going for final passage Thank you to House and Senate Republicans for your hard work and commitment ,23381,-0.2919,0.158,0.713,0.129
2017-12-01, Economists on the TAX CUTS and JOBS ACTThe enactment of a comprehensive overhaul  complete with a lower corporate tax rate  will IGNITE our ECONOMY with levels of GROWTH not SEEN IN GENERATIONS  The media has been speculating that I fired Rex Tillerson or that he would be leaving soon  FAKE NEWS Hes not leaving and while we disagree on certain subjects I call the final shots we work well together and America is highly respected again Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country The Bill is getting better and better This is a once in a generation chance Obstructionist Dems trying to block because they think it is too good and will not be given the credit The jury was not told the killer of Kate was a 7 time felon The SchumerPelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections The Kate Steinle killer came back and back over the weakly protected Obama border always committing crimes and being violent and yet this info was not used in court His exoneration is a complete travesty of justice BUILD THE WALL A disgraceful verdict in the Kate Steinle case No wonder the people of our Country are so angry with Illegal Immigration The Christmas Story begins 2000 years ago with a mother a father their baby son and the most extraordinary gift of allthe gift of Gods love for all of humanityWhatever our beliefs we know that the birth of Jesus Christ and the story of his life  ,24231,-0.1051,0.158,0.679,0.163
2017-11-30, Our FIFTH 1K milestone of 2017DOW24K MAGA  Today it was my great honor to meet with the Crown Prince of Bahrain at the WhiteHouse Bahrain and the United States are important partnersDuring the Crown Princes visit he is advancing 9 BILLION in commercial deals including finalizing the purchase of F16s  Thank you SenOrrinHatch Lets continue MAKING AMERICA GREAT AGAIN  The Dow just broke 24000 for the first time another alltime Record If the Dems had won the Presidential Election the Market would be down 50 from these levels and Consumer Confidence which is also at an alltime high would be low and glum Stock Market hits new Record High Confidence and enthusiasm abound More great numbers coming out The Chinese Envoy who just returned from North Korea seems to have had no impact on Little Rocket Man Hard to believe his people and the military put up with living in such horrible conditions Russia and China condemned the launch The Failing nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue  foxandfriends The Failing nytimes the pipe organ for the Democrat Party has become a virtual lobbyist for them with regard to our massive Tax Cut Bill They are wrong so often that now I know we have a winner Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years Had the information Crooked Hillarys emails been released there would have been harm to National SecurityCharles McCulloughFmr Intel Comm Inspector General  The only people who dont like the Tax Cut Bill are the people that dont understand it or the Obstructionist Democrats that know how really good it is and do not want the credit and success to go to the Republicans The House of Representatives seeks contempt citations against the JusticeDepartment and the FBI for withholding key documents and an FBI witness which could shed light on surveillance of associates of Donald Trump Big stuff Deep State Give this information NOW FoxNews TheresaMay dont focus on me focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom We are doing just fine Theresa theresamay dont focus on me focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom We are doing just fine ,24272,-0.3019,0.139,0.731,0.13
2017-11-29, A vote to CUT TAXES is a vote to PUT AMERICA FIRST It is time to take care of OUR WORKERS to protect OUR COMMUNITIES and to REBUILD OUR GREAT COUNTRY  This week the Senate can join the House amp take a strong stand for the Middle Class families who are the backbone of America Together we will give the American people a big beautiful Christmas presenta massive tax cut that lets Americans keep more of their HARDEARNED MONEY  Departing JBANAFW for St Charles Missouri to help push our plan for HISTORIC TAX CUTS across the finish lineA successful vote in the Senate this week will bring us one giant step closer to delivering an incredible victory for the American people Economy growing Excluding hurricane effects CEA estimates that real GDP growth would have been 39 in Q3Stock market at a new high unemployment at a low We are winning and TAX CUTS will shift our economy into high gear  Just spoke to President XI JINPING of China concerning the provocative actions of North Korea Additional major sanctions will be imposed on North Korea today This situation will be handled So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin And will they terminate low ratings Joe Scarborough based on the unsolved mystery that took place in Florida years ago Investigate So now tha Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin And will they terminate low ratings Joe Scarborough based on the unsolved mystery that took place in Florida years ago Investigate Wow Matt Lauer was just fired from NBC for inappropriate sexual behavior in the workplace But when will the top executives at NBC amp Comcast be fired for putting out so much Fake News Check out Andy Lacks past Looks like another great day for the Stock Market Consumer Confidence is at Record High I guess somebody likes me my policies Great and we should boycott Fake News CNN Dealing with them is a total waste of time  foxandfriends we are in record territory in all things having to do with our economy  Great day for Tax Cuts and the Republican Party But the biggest Winner will be our great Country Great work Ivanka  Just won the lawsuit on leadership of Consumer Financial Protection Bureau CFPB A big win for the Consumer Charles McCullough the respected fmr Intel Comm Inspector General said public was misled on Crooked Hillary Emails Emails endangered National Security Why arent our deep State authorities looking at this Rigged amp corrupt TuckerCarlson seanhannity ,23940,0.9909,0.1,0.732,0.167
2017-11-28, The Conference Board said that consumer sentiment was at its highest level in nearly 17 years in November The Consumer Confidence Index rose from 1262 in October to 1295 notching its best reading since December 2000  Dow SampP 500 and Nasdaq all finished the day at new RECORD HIGHS  Remarks from the Roosevelt Room with SenateMajLdr Mitch McConnell SpeakerRyan and Secretary of Defense General James Mattis  Statement from President Donald J Trump on GivingTuesday  Meeting with Chuck and Nancy today about keeping government open and working Problem is they want illegal immigrants flooding into our Country unchecked are weak on Crime and want to substantially RAISE Taxes I dont see a deal Melania our great and very hard working First Lady who truly loves what she is doing always thought that if you run you will win She would tell everyone that no doubt he will win I also felt I would win or I would not have run  and Country is doing great At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up The American public is fed up with the disrespect the NFL is paying to our Country our Flag and our National Anthem Weak and out of control Thank you Rand  ,23836,0.9414,0.106,0.734,0.161
2017-11-27, The Tax Cut Bill is coming along very well great support With just a few changes some mathematical the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well The good news is that their ratings are terrible nobody cares  We should have a contest as to which of the Networks plus CNN and not including Fox is the most dishonest corrupt andor distorted in its political coverage of your favorite President me They are all bad Winner to receive the FAKE NEWS TROPHY ,23580,0.681,0.151,0.653,0.195
2017-11-26, Since the first day I took office all you hear is the phony Democrat excuse for losing the election Russia RussiaRussia  Despite this I have the economy booming and have possibly done more than any 10 month President MAKE AMERICA GREAT AGAIN I endorsed Luther Strange in the Alabama Primary He shot way up in the polls but it wasnt enough Cant let SchumerPelosi win this race Liberal Jones would be BAD ,23381,-0.8622,0.163,0.768,0.069
2017-11-25, Wow even I didnt realize we did so much Wish the Fake News would report Thank you  FoxNews is MUCH more important in the United States than CNN but outside of the US CNN International is still a major source of Fake news and they represent our Nation to the WORLD very poorly The outside world does not see the truth from them Check out the recent Editorial in the Wall Street Journal WSJ about what a complete disaster the CFPB has been under its leader from previous Administration who just quit The Consumer Financial Protection Bureau or CFPB has been a total disaster as run by the previous Administrations pick Financial Institutions have been devastated and unable to properly serve the public We will bring it back to life ,23381,-0.9677,0.17,0.767,0.064
2017-11-24, Time Magazine called to say that I was PROBABLY going to be named Man Person of the Year like last year but I would have to agree to an interview and a major photo shoot I said probably is no good and took a pass Thanks anyway Will be calling the President of Egypt in a short while to discuss the tragic terrorist attack with so much loss of life We have to get TOUGHER AND SMARTER than ever before and we will Need the WALL need the BAN God bless the people of Egypt Horrible and cowardly terrorist attack on innocent and defenseless worshipers in Egypt The world cannot tolerate terrorism we must defeat them militarily and discredit the extremist ideology that forms the basis of their existence After Turkey call I will be heading over to Trump National Golf Club Jupiter to play golf quickly with Tiger Woods and Dustin Johnson Then back to MaraLago for talks on bringing even more jobs and companies back to the USA Will be speaking to President Recep Tayyip Erdogan of Turkey this morning about bringing peace to the mess that I inherited in the Middle East I will get it all done but what a mistake in lives and dollars 6 trillion to be there in the first place Can you believe that the disrespect for our Country our Flag our Anthem continues without penalty to the players The Commissioner has lost control of the hemorrhaging league Players are the boss  Two great people  ,23557,-0.9549,0.207,0.63,0.163
2017-11-23, ObamaCare premiums are going up up up just as I have been predicting for two years ObamaCare is OWNED by the Democrats and it is a disaster But do not worry Even though the Dems want to Obstruct we will Repeal amp Replace right after Tax Cuts My great honor to join our incredible men and women of the USCG at the Lake Worth Inlet Station in Riviera Beach Florida todayHappyThanksgiving  HAPPY THANKSGIVING  Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 900 AM  Afghanistan Iraq USS Monterey Turkey amp Bahrain Then going to Coast Guard Quarters Florida MAKE AMERICA GREAT AGAIN ThePlumLineGS MAKE AMERICA GREAT AGAIN HAPPY THANKSGIVING your Country is starting to do really well Jobs coming back highest Stock Market EVER Military getting really strong we will build the WALL VA taking care of our Vets great Supreme Court Justice RECORD CUT IN REGS lowest unemployment in 17 years ,23381,0.9908,0.073,0.66,0.268
2017-11-22, I have long given the order to help Argentina with the Search and Rescue mission of their missing submarine 45 people aboard and not much time left May God be with them and the people of Argentina 51 Million American to travel this weekend  highest number in twelve years AAA Traffic and airports are running very smoothly  FoxNews The USNavy is conducting search and rescue following aircraft crash We are monitoring the situation Prayers for all involved  Will be having meetings and working the phones from the Winter White House in Florida MaraLago Stock Market hit new Record High yesterday  55 trillion gain since E Many companies coming back to the US Military building up and getting very strong Another Crooked Hillary Fan  The NFL is now thinking about a new idea  keeping teams in the Locker Room during the National Anthem next season Thats almost as bad as kneeling When will the highly paid Commissioner finally get tough and smart This issue is killing your league LaVar you could have spent the next 5 to 10 years during Thanksgiving with your son in China but no NBA contract to support you But remember LaVar shoplifting is NOT a little thing Its a really big deal especially in China Ungrateful fool ,23526,-0.4784,0.09,0.816,0.094
2017-11-21, Today we continued a wonderful American Tradition at the White House Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobblers Rest  ,23590,0.8225,0.0,0.767,0.233
2017-11-20, Under President Trump unemployment rate will drop below 4  Analysts predict economic boom for 2018  foxandfriends and Varneyco Marshawn Lynch of the NFLs Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National Anthem Great disrespect Next time NFL should suspend him for remainder of season Attendance and ratings way down Republican Senators are working very hard to get Tax Cuts and Tax Reform approved Hopefully it will not be long and they do not want to disappoint the American public ,23430,-0.0918,0.151,0.732,0.117
2017-11-19, Biggame trophy decision will be announced next week but will be very hard pressed to change my mind that this horror show in any way helps conservation of Elephants or any other animal Shoplifting is a very big deal in China as it should be 510 years in jail but not to father LaVar Should have gotten his son out during my next trip to China instead China told them why they were released Very ungrateful Sen Jeff Flakey who is unelectable in the Great State of Arizona quit race anemic polls was caught purposely on mike saying bad things about your favorite President Hell be a NO on tax cuts because his political career anyway is toast ,23381,-0.9604,0.203,0.709,0.087
2017-11-18, Crooked Hillary Clinton is the worst and biggest loser of all time She just cant stop which is so good for the Republican Party Hillary get on with your life and give it another try in three years ,23381,-0.044,0.154,0.676,0.171
2017-11-17, Today it was an honor to celebrate the Collegiate National Champions of 20162017 at the WhiteHouse NCAAChampionsPhotos  Together were going to restore safety to our streets and peace to our communities and were going to destroy the vile criminal cartel MS13 and many other gangsHundreds arrested in MS13 crackdown If Democrats were not such obstructionists and understood the power of lower taxes we would be able to get many of their ideas into Bill Great numbers on Stocks and the Economy If we get Tax Cuts and Reform well really see some great results And to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women Lesley Stahl tape The Al Frankenstien picture is really bad speaks a thousand words Where do his hands go in pictures 2 3 4 5 amp 6 while she sleeps  ,23358,0.7698,0.144,0.675,0.181
2017-11-16, Congratulations to the House of Representatives for passing the TaxCutsandJobsAct  a big step toward fulfilling our promise to deliver historic TAX CUTS for the American people by the end of the year  Need all on the UN Security Council to vote to renew the Joint Investigative Mechanism for Syria to ensure that Assad Regime does not commit mass murder with chemical weapons ever again China is sending an Envoy and Delegation to North Korea  A big move well see what happens your release possible and HAVE A GREAT LIFE Be careful there are many pitfalls on the long and winding road of life To the three UCLA basketball players I say  Youre welcome go out and give a big Thank You to President Xi Jinping of China who made Big vote tomorrow in the House Tax cuts are getting close ,23458,0.9587,0.062,0.757,0.181
2017-11-15, It is actually hard to believe how naive or dumb the Failing nytimes is when it comes to foreign policyweak and ineffective They should realize that these relationships are a good thing not a bad thing The US is being respected again Watch Trade The failing nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping President of China Do you think the three UCLA Basketball Players will say thank you President Trump They were headed for 10 years in jail Thank you  Thank you working hard  While in the Philippines I was forced to watch CNN which I have not done in months and again realized how bad and FAKE it is Loser foxandfriends will be showing much of our successful trip to Asia and the friendships amp benefits that will endure for years to come Our great country is respected again in Asia You will see the fruits of our long but successful trip for many years to come Just returned from Asia after 12 very successful days Great to be home ,23271,0.9782,0.096,0.695,0.21
2017-11-14, THANK YOU ASIA USA  THANK YOU to the amazing staff and their families of the United States Embassy in the Philippines Keep up the GREAT WORK  One of the most accurate polls last time around But FakeNews likes to say were in the 30s They are wrong Some people think numbers could be in the 50s Together WE will MAKE AMERICA GREAT AGAIN  I will be making a major statement from the WhiteHouse upon my return to DC Time and date to be set Just arrived at ASEAN50 in the Philippines for my final stop with World Leaders Will lead to FAIR TRADE DEALS unlike the horror shows from past Administrations Will then be leaving for DC Made many good friends After my tour of Asia all Countries dealing with us on TRADE know that the rules have changed The United States has to be treated fairly and in a reciprocal fashion The massive TRADE deficits must go down quickly Great to see RandPaul looking well and back on the Senate floor He will help us with TAX CUTS and REFORM ,23409,0.9876,0.055,0.733,0.212
2017-11-13, I am proud of the Rep House amp Senate for working so hard on cutting taxes amp reform Were getting close Now how about ending the unfair amp highly unpopular Indiv Mandate in OCare amp reducing taxes even further Cut top rate to 35 wall of the rest going to middle income cuts Happy to announce I am nominating Alex Azar to be the next HHS Secretary He will be a star for better healthcare and lower drug prices Will be leaving the Philippines tomorrow after many days of constant mtgs amp work in order to MAGA My promises are rapidly being fulfilled ,23439,0.6878,0.112,0.745,0.143
2017-11-12, Thank you  We had a wonderful visit to Vietnam thank you President Tran Dai Quang Heading to the ASEANSummit 50th Anniv Gala in the Philippines now  Just landed in the Philippines after a great day of meetings and events in Hanoi Vietnam  Just landed in the Philippines after a great day of meetings and events in Hanoi Vietnam Why would Kim Jongun insult me by calling me old when I would NEVER call him short and fat Oh well I try so hard to be his friend  and maybe someday that will happen Does the Fake News Media remember when Crooked Hillary Clinton as Secretary of State was begging Russia to be our friend with the misspelled reset button Obama tried also but he had zero chemistry with Putin When will all the haters and fools out there realize that having a good relationship with Russia is a good thing not a bad thing There always playing politics  bad for our country I want to solve North Korea Syria Ukraine terrorism and Russia can greatly help ,23381,0.9455,0.099,0.699,0.202
2017-11-11, Will be doing a joint press conference in Hanoi Vietnam then heading for final destination of trip the Phillipines President Xi of China has stated that he is upping the sanctions against NoKo Said he wants them to denuclearize Progress is being made Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War  ,23381,-0.2732,0.069,0.882,0.049
2017-11-10, On behalf of an entire nation Happy 242nd Birthday to the men and women of the United States MarinesUSMC242 SemperFi  The United States has been reminded time and again in recent years that economic security is not merely RELATED to national security  economic security IS national security It is vital to our national strength APEC2017  The United States has been reminded time and again in recent years that economic security is not merely RELATED to national security economic security IS national security It is vital to our national strength APEC2017  The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial commerce that is in the interests of both your countries and mine That is the message I am here to deliver today APEC2017  Today I am here to offer a renewed partnership with America  to work together to strengthen the bonds of friendship and commerce between all of the nations of the IndoPacific and together to promote our prosperity and security APEC2017  In more and more places throughout this region citizens of SOVEREIGN and INDEPENDENT nations have taken greater control of their destinies and unlocked the potential of their people APEC2017  Throughout my travels Ive had the pleasure of sharing the good news from America Ive had the honor of sharing our vision for a free amp open IndoPacific  a place where sovereign amp independent nations wdiverse cultures amp many different dreams can all prosper sidebyside  Just landed in Da Nang Vietnam to deliver a speech at APEC2017 ,23422,0.9975,0.0,0.714,0.286
2017-11-09, My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea He is a highly respected and powerful representative of his people It was great being with him and Madame Peng Liyuan I dont blame China I blame the incompetence of past Admins for allowing China to take advantage of the US on trade leading up to a point where the US is losing 100s of billions How can you blame China for taking advantage of people that had no clue I wouldve done same In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China   ,23461,0.9493,0.062,0.731,0.206
2017-11-08, Congratulations to all of the DEPLORABLES and the millions of people who gave us a MASSIVE 304227 Electoral College landslide victory  Looking forward to a full day of meetings with President Xi and our delegations tomorrow THANK YOU for the beautiful welcome China FLOTUS Melania and I will never forget it  NoKo has interpreted Americas past restraint as weakness This would be a fatal miscalculation Do not underestimate us AND DO NOT TRY US  On behalf of FLOTUS Melania and I THANK YOU for an unforgettableafternoon and eveningat theForbidden City in Beijing President Xi and Madame Peng Liyuan We are looking forward to rejoining you tomorrow morning  Leaving South Korea now heading to China Looking very much forward to meeting and being with President Xi Together we dream of a Korea that is free a peninsula that is safe and families that are reunited once again  Anyone who doubts the strength or determination of the US should look to our pastand you will doubt it no longer  The North Korean regime has pursued its nuclear amp ballistic missile programs in defiance of every assurance agreement amp commmitment it has made to the US and its allies Its broken all of those commitments  The US under my administration is completely rebuilding its military and theyre spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world being built right now I want peace through strength  Join me LIVE in South KoreaNationalAssembly POTUSinAsia  Ed Gillespie worked hard but did not embrace me or what I stand for Dont forget Republicans won 4 out of 4 House seats and with the economy doing record numbers we will continue to win even bigger than before ,23563,0.9518,0.061,0.8,0.139
2017-11-07, Thank you to all Americans who participated in Natl Rx Drug Take Back Day A record amount of drugs collected amp disposed We can do this Franklin such a great photo HAPPY 99th BIRTHDAY to your father BillyGraham  EdWGillespie will totally turn around the high crime and poor economic performance of VA MS13 and crime will be gone Vote today ASAP and has been horrible on Virginia economy Vote EdWGillespie today Ralph Northam will allow crime to be rampant in Virginia Hes weak on crime weak on our GREAT VETS AntiSecond Amendment is making Working very hard on TAX CUTS for the middle class companies and jobs Stock market hit yet another alltime record high yesterday There is great confidence in the moves that my Administration Thank you to President Moon of South Korea for the beautiful welcoming ceremony It will always be remembered  ,23557,0.6641,0.165,0.651,0.184
2017-11-06, Some of those they are harshly treating have been milking their country for years I have great confidence in King Salman and the Crown Prince of Saudi Arabia they know exactly what they are doing Getting ready to leave for South Korea and meetings with President Moon a fine gentleman We will figure it all out My visit to Japan and friendship with PM Abe will yield many benefits for our great Country Massive military amp energy orders happening The state of Virginia economy under Democrat rule has been terrible If you vote Ed Gillespie tomorrow it will come roaring back USA Japan  ,23548,0.959,0.036,0.767,0.197
2017-11-05, May God be w the people of Sutherland Springs Texas The FBI amp law enforcement are on the scene I am monitoring the situation from Japan Heading into the 12 days with great negotiating strength because of our tremendous economy  It was a true honor to be at Yokota Air Base with our GREAT USForcesJapan  Playing golf with Prime Minister Abe and Hideki Matsuyama two wonderful people  Just gave a speech to the great men and women at Yokota Air Base in Tokyo Japan Leaving to see Prime Minister Abe  ,23381,0.9832,0.0,0.721,0.279
2017-11-04, Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange Important to the United States Unemployment is down to 41 lowest in 17 years 15 million new jobs created since I took office Highest stock Market ever up 54 trill Thank you to our GREAT MilitaryVeterans and PacificCommandRemember PearlHarbor Remember the USSArizonaA day Ill never forget  ,23381,0.8511,0.105,0.659,0.236
